Rj_CleJour,Rj_Date,"Rj_TypeRando",Rj_NombreParticipants,"Rj_Titre","Rj_NomDuProgramme",Rj_DistanceInferieure,Rj_DistanceCalculee,Rj_DistanceSuperieure,Rj_Unite,Rj_Allure,Rj_HeureDepartAllerA,Rj_HeureChgtArriveeAllerA,Rj_HeureChgtDepartAllerA,Rj_HeureArriveeAllerA,Rj_HeureDepartRetourA,Rj_HeureChgtArriveeRetourA,Rj_HeureChgtDepartRetourA,Rj_HeureArriveeRetourA,"Rj_AllerGareDepart","Rj_AllerChangementNb","Rj_AllerGareArrivee","Rj_Itineraire","Rj_RetourGareDepart","Rj_RetourChangementNb","Rj_RetourGareArrivee","Rj_MultiDates","Rj_HorairesVerification","Rj_Commentaires",Rj_Efface,Rj_SyncLocal,Rj_SyncDistant
31029,2016-09-11,"Journée",0,"Vallées de l'Orge et de la Rémarde","Jean-Noël Leconte",25,25,25,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:50:00,1999/12/30 17:08:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:12:00,"Paris Austerlitz RER C",,"RV Dourdan (zone 5)","Par St-Cyr-s/s-Dourdan, Le Val-St-Germain et Sermaise. Dénivelées.","Dourdan (zone 5)",,"Paris Austerlitz",,,"IGN 2216 ET.",N,,
31110,2016-09-11,"Journée",0,"Forêt de Sénart","Monette",17,17,17,1,2,1999/12/30 08:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:15:00,1999/12/30 16:40:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:12:00,"Paris Gare de Lyon RER D",,"RV Evry Courcouronnes (zone 5)","Cathédrale d'Evry : la seule construite en France au XXe, pagode bouddhiste vietnamienne la plus grande d'Europe, bords de Seine, la Faisanderie, pyramide de Brunoy. Dénivelées.","Brunoy (zone 5)",,"Châtelet Les Halles",,,"IGN 2415 ET.",N,,
31004,2016-09-11,"Journée",0,"De l'Yvette à la Bièvre","Henri",25,25,25,1,3,1999/12/30 08:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:01:00,1999/12/30 16:01:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:26:00,"Châtelet Les Halles RER B",,"Bures sur Yvette (zone 5)","Bois de la Guyonnerie, St Aubin, ferme d'Orsigny, Buc, étang de la Geneste. Deux arrêts de 10mn. Une pause déjeuner de 30mn. Nombreuses dénivelées.","Versailles Chantiers (zone 4)",,"Paris Montparnasse",,,,N,,
31005,2016-09-11,"Init nordiq",0,"Participez à une séance de découverte de la marche nordique","Annick Cozic",10,10,10,1,3,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"RV Chaville Vélizy (zone 3)","Bois de Meudon. Ouvert aux sportifs pratiquant régulièrement la randonnée (25km) ou course. Inscription obligatoire à partir du 18 juillet en téléphonant au 01 45 42 24 72. Séance avec prêt de bâtons, prévoir 5€ de participation. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
30940,2016-09-11,"Journée",0,"De St Cloud à Chaville","Philippe Obry et Hervé Bisson",12,12,12,1,1,1999/12/30 11:53:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:23:00,1999/12/30 17:40:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:11:00,"Paris St Lazare",,"RV St Cloud (zone 3)","Parc de St Cloud, Marnes la Coquette, forêt de Fausses Reposes, étangs de Ville d'Avray. Dénivelées.","Chaville RD (zone 3)",,"Paris St Lazare",,,"IGN 2314 OT.",N,,
31006,2016-09-11,"Nordique",0,"Marche nordique ","Michel Cozic",12,12,12,1,4,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
31093,2016-09-11,"Journée",0,"Une journée sur le toit...Du Vexin","Jean-Jacques Crochemore",32,32,32,1,2,1999/12/30 07:57:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:02:00,1999/12/30 18:13:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:02:00,"Paris St Lazare",,"Chars (zone 5)","Les buttes de Rône, collines boisées, dominent à 217m la plaine du Vexin. Par Chavançon et la vallée du Sausseron par Vallangoujard. Dénivelées: 500m.","L'Isle Adam Parmain (zone 5)",,"Paris Nord",,,"IGN 2313 OT, 2212 E.",N,,
31094,2016-09-11,"Journée",0,"Le tour des étangs de Hollande","Didier",24,24,24,1,2,1999/12/30 08:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:20:00,1999/12/30 17:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:27:00,"Paris Montparnasse",,"Le Perray (zone 5)","Parcours entre forêts, villages et champs aux paysages variés, nous emmènera jusqu'aux étangs de Hollande aménagés au XVIIe pour alimenter les bassins du château de Versailles.","Le Perray",,"Paris Montparnasse",,,"IGN 2215 OT.",N,,
31065,2016-09-11,"Journée",0,"La basse vallée de l'Yvette","Guy Ensminger",28,28,28,1,2,1999/12/30 08:53:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:32:00,1999/12/30 17:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:03:00,"Bibliothèque François Mitterrand RER C",,"Epinay sur Orge (zone 4)","Remontons l'Yvette à partir de son embouchure. Nous passerons par le pont des templiers, Ballainvilliers, le Rocher de Saulx, le pont de Saulx, la forêt domaniale de Palaiseau et le bois de la Guyonnerie. Dénivelées: 500m.","Bures sur Yvette (zone 5)",,"Denfert Rochereau RER B",,,"IGN 2315 OT.",N,,
31067,2016-09-11,"Journée",0,"Deux Tours, deux points de vue","Nicole HAMAYS",4,22,,2,3,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:51:00,1999/12/30 14:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 15:10:00,"Paris Gare de Lyon",,"Bois le Roi (zone 5)","Itinéraire varié en passant par la Tour du Rocher de Samois et la Tour Denecourt. Deux pauses collation de 15mn. Dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
30971,2016-09-12,"Journée",0,,"Daniel Leclercq",6,24,,2,2,1999/12/30 08:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:28:00,1999/12/30 17:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Paris Gare de Lyon",,"RV Fontainebleau Avon (zone 5)"," Dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,,N,,
31031,2016-09-14,"Journée",0,"Approche de l'automne sur les collines boisées du Hurepoix","François Brigot",24,24,24,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:50:00,1999/12/30 17:17:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:14:00,"Paris Austerlitz RER C",,"Dourdan (zone 5)","St-Cyr s/s Dourdan (Levimpont), butte de Tout-Vent, le Val-St-Germain (Le Marais), St-Maurice-Montcouronne, La Tuilerie, Jouy. L’animateur rattrapera le groupe à Juvisy à 09h05, de préférence dans le 4ème wagon à partir de la tête du train. GR111. Légères dénivelées.","St Chéron (zone 5)",,"Paris Austerlitz",,,"IGN 2216 ET.",N,,
30948,2016-09-15,"Journée",0,"Aux confins de la Bassée","Pénélope",26,26,26,1,3,1999/12/30 07:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:48:00,1999/12/30 16:12:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:13:00,"Paris Gare de Lyon",,"Montereau (zone 5)","Rives de Seine, Marolles, le Carreau Franc, Ile de Roche Cul, parcours inédit.","Montereau",,"Paris Gare de Lyon",,,"IGN 2517 O.",N,,
31095,2016-09-15,"Nordique",0,"Marche nordique","Solange ",2,10,,2,3,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:30:00,1999/12/30 17:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Château de Vincennes"," Dénivelées.","métro Château de Vincennes vers",,,,,,N,,
31070,2016-09-16,"Journée",0,,"Claude B",40,40,40,1,3,1999/12/30 08:11:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:01:00,1999/12/30 18:08:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:13:00,"Châtelet Les Halles RER B",,"St Rémy lès Chevreuse (zone 5)"," Dénivelées.","Dourdan (zone 5)",,"Paris Austerlitz RER C",,,,N,,
30972,2016-09-16,"Nordique",0,"Marche nordique","Élizabeth",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:40:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:15:00,,,"RV Tramway T2 Porte de Versailles","RV à 9h devant l'entrée du musée de Sèvres. 2h de marche nordique dans le parc de St Cloud. Dénivelées.","Tramway T2 ""Musée de Sèvres"" vers",,"Tramway T2 ""Porte de Versailles""",,,,N,,
31071,2016-09-17,"Journée",0,"En forêt de Verrières","Philippe Regourd",19,19,19,1,2,1999/12/30 09:01:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:13:00,1999/12/30 16:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:30:00,"Denfert Rochereau RER B",,"Antony (zone 3)","Tombeau de Molé, forêt de Verrières, Châtenay-Malabry. Dénivelées.","La Croix de Berny (zone 3)",,"Denfert Rochereau ",,,"IGN 2315 OT.",N,,
31072,2016-09-17,"Journée",0,"Vallée de la Marne. Les premiers coteaux de Champagne","Dominique",21,21,21,1,2,1999/12/30 08:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:39:00,1999/12/30 18:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:09:00,"Paris Est",,"Nanteuil Saâcy (zone 5)","Bézu le Guéry, Domptin, Villiers St Denis. Dénivelées.","Nanteuil Saâcy",,"Paris Est",,,"IGN 2513 E, 2613 O.",N,,
31074,2016-09-17,"Journée",0,"Festivités vénitiennes (1)","Nicole Margot",12,14,14,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:53:00,1999/12/30 18:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:47:00,"Paris Gare de Lyon",,"RV Montargis (hors zone)","Forêt de Montargis, site des trois canaux, selon la météo. Utilisation éventuelle d'un bus de ville (1,15€). La randonnée se terminera au Pâtis vers 14h30  pour assister au défilé vénitien prévu à 15h.","Montargis ",,"Paris Gare de Lyon",,,"IGN 2419E.",N,,
30973,2016-09-17,"Journée",0,"De la Bièvre à l'Orge","Jojo",25,26,26,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:51:00,1999/12/30 16:47:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:44:00,"Denfert Rochereau RER B",,"Gif sur Yvette (zone 5)","Gometz le Châtel, bois du Chef, Janvry, St Maurice Montcouronne, Vaugirard. GRP du Hurepoix. Dénivelées.","St Chéron (zone 5) 16h17 ou",,"Paris Austerlitz 17h13 ou",,,"IGN 2216 ET, 2315 OT.",N,,
31015,2016-09-17,"Journée",0,"Les méandres du petit Morin","Edith",22,22,22,1,2,1999/12/30 08:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:33:00,1999/12/30 17:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:09:00,"Paris Est",,"La Ferté sous Jouarre (zone 5)","Courcelles, Vanry, forêt de Biercy, St Cyr s/Morin ,bois de Marcou, Romeny, Jouarre. Dénivelées.","La Ferté sous Jouarre",,"Paris Est",,,"IGN  2514 ET.",N,,
31030,2016-09-17,"Nordique",0,"Marche nordique","Caroline Makanda",2,10,,2,3,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 11:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Château de Vincennes","RV en surface, face au château. Parcours improvisé dans le bois de Vincennes. Pas de pause repas.","métro Château de Vincennes vers",,,,,,N,,
30929,2016-09-17,"Journée",0,"Les falaises de la seine de Val de Reuil à Gaillon","Mustapha Bendib",45,48,48,1,4,1999/12/30 08:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:27:00,1999/12/30 20:42:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 21:40:00,"Paris St Lazare",,"Val de Reuil (hors zone)","Lac des 2 Amants, Amfreville, Vatteport, Dauboeuf, Château-Gaillard. Dénivelées: très fortes dénivelées.","Gaillon-Aubevoye (hors zone)",,"Paris St Lazare",,,,N,,
31014,2016-09-17,"Journée",0,"Une journée d'automne dans le Vexin","Christiane Larue",25,25,25,1,2,1999/12/30 08:42:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:42:00,1999/12/30 17:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris St Lazare",,"RV Juziers (zone 5)","Bois de la Malmaison, Brueil-en-Vexin, Sailly, Oinville-s/Montcient, Apremont. Dénivelées.","Juziers (zone 5)",,"Paris St Lazare",,,"IGN 2213 O.",N,,
31096,2016-09-17,"Journée",0,"JEP 2016 l'histoire du quartier du Sénat et du jardin du Luxembourg ","Jean Pradeau",7,7,7,1,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:00:00,1999/12/30 15:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV Luxembourg RER B","Déambulation à la recherche des lieux de citoyenneté.","St Michel Notre Dame",,,,,,N,,
31075,2016-09-18,"Journée",0,"Les bords de l'Yerres peints par Caillebotte","Richard23",23,23,23,1,2,1999/12/30 08:31:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:02:00,1999/12/30 16:55:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:30:00,"Châtelet Les Halles RER D",,"RV Brunoy (zone 5)","Forêt de Sénart, l'Yerres. Dénivelées: 193m.","Brunoy",,"Paris Nord",,,"IGN 2415 OT.",N,,
31076,2016-09-18,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
31078,2016-09-18,"Journée",0,"Journées du Patrimoine : Château-Landon, cité médiévale","Christian Derappe",15,15,15,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:34:00,1999/12/30 17:24:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"RV Souppes Château Landon (zone 5)","Visite de la ville de Château-Landon riche en monuments de l'époque médiévale. Tour Madeleine (1350), tours St Thugat et St André, abbaye royale St Severs (XIIe), vallées du Fusain et du Loing. Dénivelées: 260m.","Souppes Château Landon",,"Paris Gare de Lyon",,,"IGN 2418 E (château-Landon).",N,,
31023,2016-09-18,"Journée",0,"Escapade en Vexin","Yannick",34,34,34,1,3,1999/12/30 08:12:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 17:44:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris St Lazare",,"Triel sur Seine (zone 5)","Evecquemont, Tessancourt s/Aubette, Seraincourt, Montalet-le-Bois, Breuil-en-Vexin, Oinville s/Montcient. GR1, GR2.","Meulan Hardricourt (zone 5)",,"Paris St Lazare",,,"IGN 2213 O, 2313 OT.",N,,
30933,2016-09-18,"Journée",0,"De Mantes-la-Jolie à Bonnières","Bernard Morio",,28,28,1,3,1999/12/30 08:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:20:00,1999/12/30 16:49:00,1999/12/30 17:00:00,1999/12/30 17:08:00,1999/12/30 18:07:00,"Paris St Lazare",,"Mantes la Jolie (zone 5)","Limay, bois du Chesnay, St Cyr-en-Arthies, Vétheuil, coteaux de la Seine, la Roche-Guyon, Bennecourt. GR11. Dénivelées.","Bonnières (zone 5)","changement Mantes la Jolie","Paris St Lazare",,,"IGN 2113 ET.",N,,
30941,2016-09-18,"Journée",0,"De Maisons Laffitte à Achères Grand Cormier","Philippe Obry et Milpattt",12,12,12,1,1,1999/12/30 11:48:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:09:00,1999/12/30 16:45:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:21:00,"Châtelet Les Halles RER A",,"RV Maisons Laffitte (zone 4)","Etoile du Tronchet, forêt de St Germain.","Achères Grand Cormier (zone 5)",,"Châtelet Les Halles",,,"IGN 2214 ET.",N,,
31097,2016-09-18,"Journée",0,"A Montchauvet ""Deux chauves-souris éployées d'or sur un mont d'argent""","Jean-Jacques Crochemore",30,30,30,1,2,1999/12/30 08:17:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:53:00,1999/12/30 18:09:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:02:00,"Paris St Lazare",,"Mantes la Jolie (zone 5)","Les armes de Montchauvet blasonnent ainsi, et une belle histoire pour cette commune. Par la vallée de la Vaucouleurs, Orvilliers. Une nouvelle chance pour cette randonnée annulée en Juin pour raison d'intempérie. Dénivelées.","Tacoignières Richebourg (zone 5)",,"Paris Montparnasse",,,"IGN 2114 E.",N,,
31098,2016-09-18,"Journée",0,"Balade verte de St Cyr à Viroflay","Olivier Mayer",19,19,19,1,2,1999/12/30 09:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:52:00,1999/12/30 17:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Paris Montparnasse ",,"St Cyr (zone 5) ","Histoire de se raconter nos vacances voici un parcours proche de Paris et néanmoins bien vert qui nous fera longer d'abord les étangs du sud de la forêt de Versailles, puis passer par le bois des Metz, le bois du pont Colbert, et près du golf de La Boulie avant de terminer plus au nord à Viroflay. Dénivelées.","Viroflay RG (zone 3) ",,"Paris Montparnasse ",,,,N,,
30974,2016-09-19,"Journée",0,,"Daniel Leclercq",6,24,,2,2,1999/12/30 08:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:21:00,1999/12/30 17:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Paris Gare de Lyon",,"RV Bois le Roi (zone 5)"," Dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,,N,,
30909,2016-09-20,"Journée",0,"De Bourron Marlotte Grez à Bois le Roi","Philippe Le Normand",28,28,28,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:19:00,1999/12/30 17:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:15:00,"Paris Gare de Lyon",,"Bourron Marlotte Grez (zone 5)","Nous passerons par la vallée Jauberton, Carrefour du Montoir, Rocher du Mauvais Passage, Rochers et Platières des Gorges du Houx, Gorges d'Apremont, Caverne des Brigands, et la mare aux Evées. GR1, GR2. Dénivelées.","Bois le Roi (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
30934,2016-09-20,"Journée",0,"Improvisations bellifontaines","Bernard Morio",,20,20,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:19:00,1999/12/30 16:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:41:00,"Paris Gare de Lyon",,"Bourron Marlotte Grez (zone 5)","Improvisations bellifontaines entre rochers et plaines. Dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
31099,2016-09-20,"Journée",0,"Franchard, son arboretum, son ermitage, ses gorges et ses réserves biologiques","Jean-Paul Konrat",15,15,15,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:58:00,1999/12/30 18:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"Fontainebleau Avon (zone 5) ","(puis bus de ville jusqu'au ""Lilas"" arrivée 9h28). Nombreux arrêts. Botanique, dendrologie, géologie, ornithologie. Emporter loupe, jumelles et flore.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,,N,,
30930,2016-09-21,"Journée",0,,"Michelle Lacayo",19,20,20,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:01:00,1999/12/30 17:05:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:12:00,"Paris Est",,"Sainte Colombe Septveilles (zone 5)","St Loup de Naud, Savins, Jutigny. Dénivelées.","Longueville (zone 5)",,"Paris Est",,,,N,,
31008,2016-09-21,"Journée",0,"Parc Caillebotte et la vallée de l'Yerres","Christiane Larue",13,13,13,1,2,1999/12/30 12:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:40:00,1999/12/30 17:31:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:56:00,"Châtelet Les Halles RER D",,"RV Montgeron Crosne (zone 4)","Bois et château de la Grange, Propriété Caillebotte, bords de l'Yerres. Pas de pause déjeuner, une pause dans l'après-midi, quelques passages urbanisés pour traverser Montgeron. Dénivelées.","Montgeron Crosne (zone 4)",,"Châtelet Les Halles",,,"IGN 2415 OT.",N,,
31079,2016-09-22,"Journée",0,"Un p'tit tour en Vexin","Roger Denis",27,29,29,1,2,1999/12/30 08:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:01:00,1999/12/30 17:04:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:53:00,"Paris St Lazare",,"RV Vaux sur Seine (zone 5)","Parcours vallonné par Tessancourt s/Aubette.","Meulan Hardricourt (zone 5)",,"Paris St Lazare",,,"IGN 2113 ET.",N,,
30975,2016-09-23,"Nordique",0,"Marche nordique","Élizabeth",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:15:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Porte d'Auteuil : sortie n°2 ""Hippodrome""","Parcours de 2h dans le bois de Boulogne. Sortie accessible aux débutants ayant leurs propres bâtons.","métro Porte d'Auteuil  vers",,,,,,N,,
30976,2016-09-24,"Journée",0,"Le long de l'Yonne","Le Samaritain",18,18,18,1,2,1999/12/30 08:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:57:00,1999/12/30 16:48:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:13:00,"Paris Gare de Lyon",,"Villeneuve la Guyard (hors zone)","Misy s/Yonne, Courlon s/Yonne, Serbonnes.","Pont s/Yonne (hors zone)",,"Paris Gare de Lyon",,,"IGN 2517 E.",N,,
31032,2016-09-24,"Journée",0,"Une année au sommet : La Roche de Solutré","Cédric Minart",35,35,35,1,3,1999/12/30 07:46:00,1999/12/30 09:31:00,1999/12/30 09:44:00,1999/12/30 10:02:00,1999/12/30 18:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 20:15:00,"Paris Gare de Lyon","changement Mâcon Loché TGV","Cluny (bus)","Le Clunisois et le sud Mâconnais forment 2 régions naturelles françaises situées au sud-est du département de la Saône-et-Loire, aux portes du Beaujolais mais qu’aucune frontière géographique ne différencie. Pour faire simple, le Clunisois est vallonné et couvert de pâtures et de forêts, alors que le sud Mâconnais est vallonné et viticole. La roche de Solutré (493m) est un escarpement calcaire surplombant la commune de Solutré-Pouilly, labellisé Grand Site de France. Elle est célèbre à plusieurs titres : site géologique, préhistorique et médiatique, elle forme avec sa voisine de Vergisson un bel alignement qu’il convient d’apprécier depuis le Mont de Pouilly… Passage par le col de la croix Montmain, le mont Chevreuil et de la Fâ, Berzé-la-Ville, la montagne de Cras, Pierreclos, les roches de Vergisson et de Solutré, le mont de Pouilly, Fuissé... Le train est un TGV avec obligation de réservation. Prendre en compte les dernières infos sur le site web. GR76 A, GR76 D (chemin de st-Jacques). Dénivelées: 1300m.","Macon Loché TGV",,"Paris Gare de Lyon",,,,N,,
30943,2016-09-24,"Journée",0,"En partant des sources de la Bièvre","Philippe Obry et Christine Bréau",12,12,12,1,1,1999/12/30 11:35:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:11:00,1999/12/30 17:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:37:00,"Paris Montparnasse",,"RV St Quentin en Yvelines (zone 5)","Bois des Roussières, étangs du Moulin à Renard, du Val et de la Geneste, forêt de Versailles. Dénivelées.","Versailles Chantiers (zone 4)",,"Paris Montparnasse",,,"IGN 2214 ET.",N,,
30949,2016-09-24,"Journée",0,"La boucle de la Marne","Pénélope",24,24,24,1,3,1999/12/30 07:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:33:00,1999/12/30 15:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:09:00,"Paris Est",,"La Ferté sous Jouarre (zone 5)","Messy, Caumont, Chamigny.","La Ferté sous Jouarre",,"Paris Est",,,"IGN 2513 E, 2513 OT.",N,,
31100,2016-09-24,"Journée",0,,"Hervé Abgrall",,13,13,1,2,1999/12/30 14:02:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:30:00,1999/12/30 20:14:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 20:43:00,"Paris Austerlitz RER C",,"RV St Michel s/Orge (zone 5)","Passage par la tour de Montlhéry. Dénivelées.","St Michel s/Orge",,"Paris Austerlitz",,,,N,,
